produto,preco_real,imagem_url,rating,peso_g,preco_100g,categoria
Café em Grãos Torrado Tiger Unique Especial 1kg,,https://americanas.vtexassets.com/arquivos/ids/17353607/7503464942_1_xlarge.jpg?v=638754760146170000,0.0,1000.0,,Café
Café Tradicional Sabor da Fazenda Vácuo melitta 500g,50.73,https://americanas.vtexassets.com/arquivos/ids/20618035/7238608331_1_xlarge.jpg?v=638755074000400000,0.0,500.0,10.15,Café
"Café Em Pó Baggio, 1 Pacote, 250g, Chocolate Trufado, Café Moído Aromatizado Gourmet Arábica",43.5,https://americanas.vtexassets.com/arquivos/ids/30551428/1902725182_1_xlarge.jpg?v=638794236980400000,0.0,250.0,17.4,Café
Café Três Corações Extra Forte Kit 3 Pacotes A Vácuo 250G,,https://americanas.vtexassets.com/arquivos/ids/26190358/7504015528_1_xlarge.jpg?v=638755527091930000,0.0,250.0,,Café
Café Moído Colombiano Juan Valdez Colina 250g,47.9,https://americanas.vtexassets.com/arquivos/ids/1119274/7104556935_1_xlarge.jpg?v=638750915613100000,0.0,250.0,19.16,Café
Café Solúvel Liofilizado 3 Corações 100% Arábica 100g,32.09,https://americanas.vtexassets.com/arquivos/ids/4653811/7360946502_1_xlarge.jpg?v=638751286471170000,0.0,100.0,32.09,Café
Café Três Corações Drip Coffee Filtrado Tradicional 10X10G,41.61,https://americanas.vtexassets.com/arquivos/ids/13787599/5924353922_1_xlarge.jpg?v=638754435840300000,0.0,10.0,416.1,Café
Café Torrado E Moído Extraforte Café Pelé Pacote 250G,39.58,https://americanas.vtexassets.com/arquivos/ids/27262165/7508304153_1_xlarge.jpg?v=638755604806530000,0.0,250.0,15.83,Café
"Café Em Pó Baggio, 1 Pacote, 250g, Caramelo, Café Moído Aromatizado Gourmet Arábica",43.5,https://americanas.vtexassets.com/arquivos/ids/18744014/1902725043_1_xlarge.jpg?v=638754888449270000,0.0,250.0,17.4,Café
Café Pilão Torrado E Moído Descafeinado A Vácuo 250G,91.97,https://americanas.vtexassets.com/arquivos/ids/22864621/7496004317_1_xlarge.jpg?v=638755267111700000,0.0,250.0,36.79,Café
Café Solúvel Tradicional Sachê melitta 50g,9.32,https://americanas.vtexassets.com/arquivos/ids/26812846/7316602235_1_xlarge.jpg?v=638755572577670000,0.0,50.0,18.64,Café
"Café Em Pó Baggio, 5 Pacotes, 1.250g, Chocolate Trufado, Menta e Caramelo, Café Moído Aromatizado Gourmet Arábica",,https://americanas.vtexassets.com/arquivos/ids/30551354/1902725342_1_xlarge.jpg?v=638794236966800000,0.0,250.0,,Café
Café Torrado e Moído Tradicional 3 corações 500g,,https://americanas.vtexassets.com/arquivos/ids/23519654/5966673553_1_xlarge.jpg?v=638755321085870000,0.0,500.0,,Café
Café Gourmet Lor Mogiana Torrado E Moído 250G,78.0,https://americanas.vtexassets.com/arquivos/ids/13552847/7496354527_1_xlarge.jpg?v=638754412293170000,0.0,250.0,31.2,Café
